SDG	Pub_doi	Pub_title	Pub_concept
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Organisation For Economic Cooperation And Development
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Solar PV
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Chinese Company
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	China-DAC Study Group
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Power Sector Development
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	China Development Bank
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Renewable Energy Medium-Term Market Report
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	And The French Development
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Power Sector
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Development Assistance Committee
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	Hydropower Dam
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	State-owned Asset Supervision And Administration Commission
SDG07: Affordable and clean energy	10.1787_9789264262706-en	Boosting the Power Sector in Sub-Saharan Africa - Boosting the Power Sector in Sub-Saharan Africa	China National Nuclear Corporation
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Small Island Develop States
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Marine Renewable Energy
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Blue Economy
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Ocean Thermal Energy Conversion
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Marine Renewable
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Alliance Of Small Island States
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Marine Spatial Planning
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	SIDS Accelerate Modality Of Action
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Tidal Stream
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Wave Energy Device
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Ocean Energy
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Tidal Range
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	European Wind Energy Association
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Salinity Gradient
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Renewable Energy
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Offshore Wind
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Tidal Energy
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Wave Energy
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Ocean Energy Technology
SDG07: Affordable and clean energy	10.14217_9781848599499-en	Marine Renewable Energy - Marine Renewable Energy	Technology Developer
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Intergovernmental Panel For Climate Change
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Sustain Growth OECD
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	International Energy Agency
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	OECD Green Growth Study
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Primary Energy Demand
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Current Policy Scenario
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Carbon Capture And Storage
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Energy OECD
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Energy Technology Perspective
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Global Average Temperature Rise
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Global Primary Energy Demand
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	World Energy Outlook
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Primary Fuel Mix
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Green Growth
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	United Nations Framework Convention On Climate Change
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	World Primary Energy Demand
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Annual Average Improvement
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Year-2010 Dollar
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	International Energy Agency Model
SDG07: Affordable and clean energy	10.1787_9789264115118-4-en	Energy - Transforming the energy sector to sustain growth	Global Average Temperature
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Carbon Capture And Storage
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Mature Renewable Energy
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Energy Security Perspective
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Copenhagen Economic
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Efficient Strategy
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Renewable Energy
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Power Market Price
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Low Carbon Technology
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Carbon Price
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Carbon Prex
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Energy Related CO2 Emission
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Energy Security
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	ETS Sector
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Electricity Mandate
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Shore Wind
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Welfare Loss
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Low Carbon Solution
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Generation Cost
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Low Carbon
SDG07: Affordable and clean energy	10.6027_9789289329309-4-en	Efficient strategy to support renewable energy - Success criteria for a renewable energy policy	Certificate Trading Scheme
SDG07: Affordable and clean energy	10.6027_9789289346627-10-en	Sustainable jet fuel for aviation - Nordic Energy Infrastructure	Sustainable Jet Fuel
SDG07: Affordable and clean energy	10.6027_9789289346627-10-en	Sustainable jet fuel for aviation - Nordic Energy Infrastructure	Sustainable Jet Fuel Production
SDG07: Affordable and clean energy	10.6027_9789289346627-10-en	Sustainable jet fuel for aviation - Nordic Energy Infrastructure	Jet Fuel
SDG07: Affordable and clean energy	10.6027_9789289346627-10-en	Sustainable jet fuel for aviation - Nordic Energy Infrastructure	Jet Fuel Production
SDG07: Affordable and clean energy	10.6027_9789289346627-10-en	Sustainable jet fuel for aviation - Nordic Energy Infrastructure	Ethanol
SDG07: Affordable and clean energy	10.6027_9789289346627-10-en	Sustainable jet fuel for aviation - Nordic Energy Infrastructure	Tall Oil
